package,protocol,requested,resolved
"@radix-ui/react-label","npm","2.1.0","2.1.0"
"@radix-ui/react-menu","npm","2.1.1","2.1.1"
"@radix-ui/react-popover","npm","1.1.1","1.1.1"
"@radix-ui/react-popper","npm","1.1.2","1.1.2"
"@radix-ui/react-popper","npm","1.2.0","1.2.0"
"@radix-ui/react-portal","npm","1.0.0","1.0.0"
"@radix-ui/react-portal","npm","1.0.3","1.0.3"
"@radix-ui/react-portal","npm","1.1.1","1.1.1"
"@radix-ui/react-presence","npm","1.0.0","1.0.0"
"@radix-ui/react-presence","npm","1.1.0","1.1.0"
"@radix-ui/react-primitive","npm","1.0.0","1.0.0"
"@radix-ui/react-primitive","npm","1.0.3","1.0.3"
"@radix-ui/react-primitive","npm","2.0.0","2.0.0"
"@radix-ui/react-radio-group","npm","1.2.0","1.2.0"
"@radix-ui/react-roving-focus","npm","1.0.4","1.0.4"
"@radix-ui/react-roving-focus","npm","1.1.0","1.1.0"
"@radix-ui/react-select","npm","^1.2.2","1.2.2"
"@radix-ui/react-select","npm","2.1.1","2.1.1"
"@radix-ui/react-separator","npm","1.0.3","1.0.3"
"@radix-ui/react-slot","npm","1.0.0","1.0.0"
"@radix-ui/react-slot","npm","1.0.2","1.0.2"
"@radix-ui/react-slot","npm","1.1.0","1.1.0"
"@radix-ui/react-switch","npm","1.1.0","1.1.0"
"@radix-ui/react-tabs","npm","1.1.0","1.1.0"
"@radix-ui/react-toggle","npm","1.0.3","1.0.3"
"@radix-ui/react-toggle-group","npm","1.0.4","1.0.4"
"@radix-ui/react-toolbar","npm","^1.0.4","1.0.4"
"@radix-ui/react-tooltip","npm","1.1.2","1.1.2"
"@radix-ui/react-use-callback-ref","npm","1.0.0","1.0.0"
"@radix-ui/react-use-callback-ref","npm","1.0.1","1.0.1"
"@radix-ui/react-use-callback-ref","npm","1.1.0","1.1.0"
"@radix-ui/react-use-controllable-state","npm","1.0.0","1.0.0"
"@radix-ui/react-use-controllable-state","npm","1.0.1","1.0.1"
"@radix-ui/react-use-controllable-state","npm","1.1.0","1.1.0"
"@radix-ui/react-use-escape-keydown","npm","1.0.0","1.0.0"
"@radix-ui/react-use-escape-keydown","npm","1.0.3","1.0.3"
"@radix-ui/react-use-escape-keydown","npm","1.1.0","1.1.0"
"@radix-ui/react-use-layout-effect","npm","1.0.0","1.0.0"
"@radix-ui/react-use-layout-effect","npm","1.0.1","1.0.1"
"@radix-ui/react-use-layout-effect","npm","1.1.0","1.1.0"
"@radix-ui/react-use-previous","npm","1.0.1","1.0.1"
"@radix-ui/react-use-previous","npm","1.1.0","1.1.0"
"@radix-ui/react-use-rect","npm","1.0.1","1.0.1"
"@radix-ui/react-use-rect","npm","1.1.0","1.1.0"
"@radix-ui/react-use-size","npm","1.0.1","1.0.1"
"@radix-ui/react-use-size","npm","1.1.0","1.1.0"
"@radix-ui/react-visually-hidden","npm","1.0.3","1.0.3"
"@radix-ui/react-visually-hidden","npm","1.1.0","1.1.0"
"@radix-ui/rect","npm","1.0.1","1.0.1"
"@radix-ui/rect","npm","1.1.0","1.1.0"
"@react-aria/breadcrumbs","npm","^3.5.13","3.5.13"
"@react-aria/button","npm","^3.9.5","3.9.5"
"@react-aria/calendar","npm","^3.5.8","3.5.8"
"@react-aria/checkbox","npm","^3.14.3","3.14.3"
"@react-aria/combobox","npm","^3.9.1","3.9.1"
"@react-aria/datepicker","npm","^3.10.1","3.10.1"
"@react-aria/dialog","npm","^3.5.14","3.5.14"
"@react-aria/dnd","npm","^3.6.1","3.6.1"
"@react-aria/focus","npm","^3.17.1","3.17.1"
"@react-aria/form","npm","^3.0.5","3.0.5"
"@react-aria/grid","npm","^3.9.1","3.9.1"
"@react-aria/gridlist","npm","^3.8.1","3.8.1"
"@react-aria/i18n","npm","^3.11.1","3.11.1"
"@react-aria/interactions","npm","^3.21.3","3.21.3"
"@react-aria/label","npm","^3.7.8","3.7.8"
"@react-aria/link","npm","^3.7.1","3.7.1"
"@react-aria/listbox","npm","^3.12.1","3.12.1"
"@react-aria/live-announcer","npm","^3.3.4","3.3.4"
"@react-aria/menu","npm","^3.14.1","3.14.1"
"@react-aria/meter","npm","^3.4.13","3.4.13"
"@react-aria/numberfield","npm","^3.11.3","3.11.3"
"@react-aria/overlays","npm","^3.22.1","3.22.1"
"@react-aria/progress","npm","^3.4.13","3.4.13"
"@react-aria/radio","npm","^3.10.4","3.10.4"
"@react-aria/searchfield","npm","^3.7.5","3.7.5"
"@react-aria/select","npm","^3.14.5","3.14.5"
"@react-aria/selection","npm","^3.18.1","3.18.1"
"@react-aria/separator","npm","^3.3.13","3.3.13"
"@react-aria/slider","npm","^3.7.8","3.7.8"
"@react-aria/spinbutton","npm","^3.6.5","3.6.5"
"@react-aria/ssr","npm","^3.9.4","3.9.4"
"@react-aria/switch","npm","^3.6.4","3.6.4"
"@react-aria/table","npm","^3.14.1","3.14.1"
"@react-aria/tabs","npm","^3.9.1","3.9.1"
"@react-aria/tag","npm","^3.4.1","3.4.1"
"@react-aria/textfield","npm","^3.14.5","3.14.5"
"@react-aria/toggle","npm","^3.10.4","3.10.4"
"@react-aria/tooltip","npm","^3.7.4","3.7.4"
"@react-aria/utils","npm","^3.24.1","3.24.1"
"@react-aria/visually-hidden","npm","^3.8.12","3.8.12"
"@react-stately/calendar","npm","^3.5.1","3.5.1"
"@react-stately/checkbox","npm","^3.6.5","3.6.5"
"@react-stately/collections","npm","^3.10.7","3.10.7"
"@react-stately/combobox","npm","^3.8.4","3.8.4"
"@react-stately/data","npm","^3.11.4","3.11.4"
"@react-stately/datepicker","npm","^3.9.4","3.9.4"
"@react-stately/dnd","npm","^3.3.1","3.3.1"
"@react-stately/flags","npm","^3.0.3","3.0.3"
"@react-stately/form","npm","^3.0.3","3.0.3"
"@react-stately/grid","npm","^3.8.7","3.8.7"
"@react-stately/list","npm","^3.10.5","3.10.5"
"@react-stately/menu","npm","^3.7.1","3.7.1"
"@react-stately/numberfield","npm","^3.9.3","3.9.3"
"@react-stately/overlays","npm","^3.6.7","3.6.7"
"@react-stately/radio","npm","^3.10.4","3.10.4"
"@react-stately/searchfield","npm","^3.5.3","3.5.3"
"@react-stately/select","npm","^3.6.4","3.6.4"
"@react-stately/selection","npm","^3.15.1","3.15.1"
"@react-stately/slider","npm","^3.5.4","3.5.4"
"@react-stately/table","npm","^3.11.8","3.11.8"
"@react-stately/tabs","npm","^3.6.6","3.6.6"
"@react-stately/toggle","npm","^3.7.4","3.7.4"
"@react-stately/tooltip","npm","^3.4.9","3.4.9"
"@react-stately/tree","npm","^3.8.1","3.8.1"
"@react-stately/utils","npm","^3.10.1","3.10.1"
"@react-stately/virtualizer","npm","^3.7.1","3.7.1"
"@react-types/breadcrumbs","npm","^3.7.5","3.7.5"
"@react-types/button","npm","^3.9.4","3.9.4"
"@react-types/calendar","npm","^3.4.6","3.4.6"
"@react-types/checkbox","npm","^3.8.1","3.8.1"
"@react-types/combobox","npm","^3.11.1","3.11.1"
"@react-types/datepicker","npm","^3.7.4","3.7.4"
"@react-types/dialog","npm","^3.5.10","3.5.10"
"@react-types/grid","npm","^3.2.6","3.2.6"
"@react-types/link","npm","^3.5.5","3.5.5"
"@react-types/listbox","npm","^3.4.9","3.4.9"
"@react-types/menu","npm","^3.9.9","3.9.9"
"@react-types/meter","npm","^3.4.1","3.4.1"
"@react-types/numberfield","npm","^3.8.3","3.8.3"
"@react-types/overlays","npm","^3.8.7","3.8.7"
"@react-types/progress","npm","^3.5.4","3.5.4"
"@react-types/radio","npm","^3.8.1","3.8.1"
"@react-types/searchfield","npm","^3.5.5","3.5.5"
"@react-types/select","npm","^3.9.4","3.9.4"
"@react-types/shared","npm","^3.23.1","3.23.1"
"@react-types/slider","npm","^3.7.3","3.7.3"
"@react-types/switch","npm","^3.5.3","3.5.3"
"@react-types/table","npm","^3.9.5","3.9.5"
"@react-types/tabs","npm","^3.3.7","3.3.7"
"@react-types/textfield","npm","^3.9.3","3.9.3"
"@react-types/tooltip","npm","^3.4.9","3.4.9"
"@readme/better-ajv-errors","npm","^1.6.0","1.6.0"
"@readme/json-schema-ref-parser","npm","^1.2.0","1.2.1"
"@readme/openapi-parser","npm","^2.4.0","2.6.0"
"@readme/openapi-schemas","npm","^3.1.0","3.1.0"
"@redocly/ajv","npm","^8.11.2","8.11.2"
"@redocly/cli","npm","^1.7.0","1.25.3"
"@redocly/config","npm","^0.11.0","0.11.0"
"@redocly/openapi-core","npm","^1.4.0","1.25.3"
"@redocly/openapi-core","npm","1.25.3","1.25.3"
"@remix-run/router","npm","1.13.1","1.13.1"
"@rollup/plugin-alias","npm","^3.1.1","3.1.9"
"@rollup/plugin-babel","npm","^5.2.2","5.3.1"
"@rollup/plugin-commonjs","npm","^17.0.0","17.1.0"
"@rollup/plugin-json","npm","^4.1.0","4.1.0"
"@rollup/plugin-node-resolve","npm","^11.0.1","11.2.1"
"@rollup/plugin-node-resolve","npm","^15.1.0","15.2.3"
"@rollup/plugin-replace","npm","^5.0.2","5.0.5"
"@rollup/pluginutils","npm","^3.0.8","3.1.0"
"@rollup/pluginutils","npm","^3.1.0","3.1.0"
"@rollup/pluginutils","npm","^5.0.1","5.1.0"
"@rollup/pluginutils","npm","^5.0.2","5.1.0"
"@rollup/pluginutils","npm","^5.1.0","5.1.0"
"@rollup/rollup-android-arm-eabi","npm","4.17.2","4.17.2"
"@rollup/rollup-android-arm-eabi","npm","4.24.0","4.24.0"
"@rollup/rollup-android-arm64","npm","4.17.2","4.17.2"
"@rollup/rollup-android-arm64","npm","4.24.0","4.24.0"
"@rollup/rollup-darwin-arm64","npm","4.17.2","4.17.2"
"@rollup/rollup-darwin-arm64","npm","4.24.0","4.24.0"
"@rollup/rollup-darwin-x64","npm","4.17.2","4.17.2"
"@rollup/rollup-darwin-x64","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-arm-gnueabihf","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-arm-gnueabihf","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-arm-musleabihf","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-arm-musleabihf","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-arm64-gnu","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-arm64-gnu","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-arm64-musl","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-arm64-musl","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-powerpc64le-gnu","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-powerpc64le-gnu","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-riscv64-gnu","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-riscv64-gnu","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-s390x-gnu","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-s390x-gnu","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-x64-gnu","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-x64-gnu","npm","4.24.0","4.24.0"
"@rollup/rollup-linux-x64-musl","npm","4.17.2","4.17.2"
"@rollup/rollup-linux-x64-musl","npm","4.24.0","4.24.0"
"@rollup/rollup-win32-arm64-msvc","npm","4.17.2","4.17.2"
"@rollup/rollup-win32-arm64-msvc","npm","4.24.0","4.24.0"
"@rollup/rollup-win32-ia32-msvc","npm","4.17.2","4.17.2"
"@rollup/rollup-win32-ia32-msvc","npm","4.24.0","4.24.0"
"@rollup/rollup-win32-x64-msvc","npm","4.17.2","4.17.2"
"@rollup/rollup-win32-x64-msvc","npm","4.24.0","4.24.0"
"@rushstack/node-core-library","npm","4.2.0","4.2.0"
"@rushstack/terminal","npm","0.10.2","0.10.2"
"@rushstack/ts-command-line","npm","^4.12.2","4.19.3"
"@sendgrid/client","npm","^8.1.3","8.1.3"
"@sendgrid/helpers","npm","^8.0.0","8.0.0"
"@sendgrid/mail","npm","^8.1.3","8.1.3"
"@sideway/address","npm","^4.1.5","4.1.5"
"@sideway/formula","npm","^3.0.1","3.0.1"
"@sideway/pinpoint","npm","^2.0.0","2.0.0"
"@sinclair/typebox","npm","^0.27.8","0.27.8"
"@sindresorhus/is","npm","^4.0.0","4.6.0"
"@sindresorhus/is","npm","^4.6.0","4.6.0"
"@sinonjs/commons","npm","^3.0.0","3.0.1"
"@sinonjs/fake-timers","npm","^10.0.2","10.3.0"
"@smithy/abort-controller","npm","^2.2.0","2.2.0"
"@smithy/chunked-blob-reader","npm","^2.2.0","2.2.0"
"@smithy/chunked-blob-reader-native","npm","^2.2.0","2.2.0"
"@smithy/config-resolver","npm","^2.2.0","2.2.0"
"@smithy/core","npm","^1.4.2","1.4.2"
"@smithy/credential-provider-imds","npm","^2.3.0","2.3.0"
"@smithy/eventstream-codec","npm","^2.2.0","2.2.0"
"@smithy/eventstream-serde-browser","npm","^2.2.0","2.2.0"
"@smithy/eventstream-serde-config-resolver","npm","^2.2.0","2.2.0"
"@smithy/eventstream-serde-node","npm","^2.2.0","2.2.0"
"@smithy/eventstream-serde-universal","npm","^2.2.0","2.2.0"
"@smithy/fetch-http-handler","npm","^2.5.0","2.5.0"
"@smithy/hash-blob-browser","npm","^2.2.0","2.2.0"
"@smithy/hash-node","npm","^2.2.0","2.2.0"
"@smithy/hash-stream-node","npm","^2.2.0","2.2.0"
"@smithy/invalid-dependency","npm","^2.2.0","2.2.0"
"@smithy/is-array-buffer","npm","^2.2.0","2.2.0"
"@smithy/md5-js","npm","^2.2.0","2.2.0"
"@smithy/middleware-content-length","npm","^2.2.0","2.2.0"
"@smithy/middleware-endpoint","npm","^2.5.1","2.5.1"
"@smithy/middleware-retry","npm","^2.3.1","2.3.1"
"@smithy/middleware-serde","npm","^2.3.0","2.3.0"
"@smithy/middleware-stack","npm","^2.2.0","2.2.0"
"@smithy/node-config-provider","npm","^2.3.0","2.3.0"
"@smithy/node-http-handler","npm","^2.5.0","2.5.0"
"@smithy/property-provider","npm","^2.2.0","2.2.0"
"@smithy/protocol-http","npm","^3.3.0","3.3.0"
"@smithy/querystring-builder","npm","^2.2.0","2.2.0"
"@smithy/querystring-parser","npm","^2.2.0","2.2.0"
"@smithy/service-error-classification","npm","^2.1.5","2.1.5"
"@smithy/shared-ini-file-loader","npm","^2.4.0","2.4.0"
"@smithy/signature-v4","npm","^2.3.0","2.3.0"
"@smithy/smithy-client","npm","^2.5.1","2.5.1"
"@smithy/types","npm","^2.12.0","2.12.0"
"@smithy/url-parser","npm","^2.2.0","2.2.0"
"@smithy/util-base64","npm","^2.3.0","2.3.0"
"@smithy/util-body-length-browser","npm","^2.2.0","2.2.0"
"@smithy/util-body-length-node","npm","^2.3.0","2.3.0"
"@smithy/util-buffer-from","npm","^2.2.0","2.2.0"
"@smithy/util-config-provider","npm","^2.3.0","2.3.0"
"@smithy/util-defaults-mode-browser","npm","^2.2.1","2.2.1"
"@smithy/util-defaults-mode-node","npm","^2.3.1","2.3.1"
"@smithy/util-endpoints","npm","^1.2.0","1.2.0"
"@smithy/util-hex-encoding","npm","^2.2.0","2.2.0"
"@smithy/util-middleware","npm","^2.2.0","2.2.0"
"@smithy/util-retry","npm","^2.2.0","2.2.0"
"@smithy/util-stream","npm","^2.2.0","2.2.0"
"@smithy/util-uri-escape","npm","^2.2.0","2.2.0"
"@smithy/util-utf8","npm","^2.3.0","2.3.0"
"@smithy/util-waiter","npm","^2.2.0","2.2.0"
"@storybook/addon-actions","npm","8.3.5","8.3.5"
"@storybook/addon-backgrounds","npm","8.3.5","8.3.5"
"@storybook/addon-controls","npm","8.3.5","8.3.5"
"@storybook/addon-docs","npm","8.3.5","8.3.5"
"@storybook/addon-essentials","npm","^8.3.5","8.3.5"
"@storybook/addon-highlight","npm","8.3.5","8.3.5"
"@storybook/addon-interactions","npm","^8.3.5","8.3.5"
"@storybook/addon-links","npm","^8.3.5","8.3.5"
"@storybook/addon-measure","npm","8.3.5","8.3.5"
"@storybook/addon-outline","npm","8.3.5","8.3.5"
"@storybook/addon-styling","npm","^1.3.7","1.3.7"
"@storybook/addon-toolbars","npm","8.3.5","8.3.5"
"@storybook/addon-viewport","npm","8.3.5","8.3.5"
"@storybook/api","npm","^7.0.12","7.6.19"
"@storybook/blocks","npm","^8.3.5","8.3.5"
"@storybook/blocks","npm","8.3.5","8.3.5"
"@storybook/builder-vite","npm","8.3.5","8.3.5"
"@storybook/channels","npm","7.6.19","7.6.19"
"@storybook/client-logger","npm","7.6.19","7.6.19"
"@storybook/components","npm","^7.0.12","7.6.19"
"@storybook/components","npm","^8.3.5","8.3.5"
"@storybook/core","npm","8.3.5","8.3.5"
"@storybook/core-common","npm","^7.0.12","7.6.19"
"@storybook/core-events","npm","^7.0.12","7.6.19"
"@storybook/core-events","npm","7.6.19","7.6.19"
"@storybook/csf","npm","^0.0.1","0.0.1"
"@storybook/csf","npm","^0.1.11","0.1.11"
"@storybook/csf","npm","^0.1.2","0.1.7"
"@storybook/csf-plugin","npm","8.3.5","8.3.5"
"@storybook/global","npm","^5.0.0","5.0.0"
"@storybook/icons","npm","^1.2.10","1.2.12"
"@storybook/instrumenter","npm","8.3.5","8.3.5"
"@storybook/manager-api","npm","^7.0.12","7.6.19"
"@storybook/manager-api","npm","^8.3.5","8.3.5"
"@storybook/manager-api","npm","7.6.19","7.6.19"
"@storybook/node-logger","npm","^7.0.12","7.6.19"
"@storybook/node-logger","npm","7.6.19","7.6.19"
"@storybook/preview-api","npm","^7.0.12","7.6.19"
"@storybook/preview-api","npm","^8.3.5","8.3.5"
"@storybook/react","npm","^8.3.5","8.3.5"
"@storybook/react","npm","8.3.5","8.3.5"
"@storybook/react-dom-shim","npm","8.3.5","8.3.5"
"@storybook/react-vite","npm","^8.3.5","8.3.5"
"@storybook/router","npm","7.6.19","7.6.19"
"@storybook/test","npm","8.3.5","8.3.5"
"@storybook/testing-library","npm","^0.2.2","0.2.2"
"@storybook/theming","npm","^7.0.12","7.6.19"
"@storybook/theming","npm","^8.3.5","8.3.5"
"@storybook/theming","npm","7.6.19","7.6.19"
"@storybook/types","npm","^7.0.12","7.6.19"
"@storybook/types","npm","7.6.19","7.6.19"
"@svgr/babel-plugin-add-jsx-attribute","npm","8.0.0","8.0.0"
"@svgr/babel-plugin-remove-jsx-attribute","npm","8.0.0","8.0.0"
"@svgr/babel-plugin-remove-jsx-empty-expression","npm","8.0.0","8.0.0"
"@svgr/babel-plugin-replace-jsx-attribute-value","npm","8.0.0","8.0.0"
"@svgr/babel-plugin-svg-dynamic-title","npm","8.0.0","8.0.0"
"@svgr/babel-plugin-svg-em-dimensions","npm","8.0.0","8.0.0"
"@svgr/babel-plugin-transform-react-native-svg","npm","8.0.0","8.0.0"
"@svgr/babel-plugin-transform-svg-component","npm","8.0.0","8.0.0"
"@svgr/babel-preset","npm","8.0.0","8.0.0"
"@svgr/core","npm","8.0.0","8.0.0"
"@svgr/hast-util-to-babel-ast","npm","8.0.0","8.0.0"
"@svgr/plugin-jsx","npm","8.0.1","8.0.1"
"@svgr/plugin-prettier","npm","8.0.1","8.0.1"
"@svgr/plugin-svgo","npm","8.0.1","8.0.1"
"@swc/core","npm","^1.4.8","1.5.3"
"@swc/core","npm","^1.7.28","1.7.28"
"@swc/core-darwin-arm64","npm","1.5.3","1.5.3"
"@swc/core-darwin-arm64","npm","1.7.28","1.7.28"
"@swc/core-darwin-x64","npm","1.5.3","1.5.3"
"@swc/core-darwin-x64","npm","1.7.28","1.7.28"
"@swc/core-linux-arm-gnueabihf","npm","1.5.3","1.5.3"
"@swc/core-linux-arm-gnueabihf","npm","1.7.28","1.7.28"
"@swc/core-linux-arm64-gnu","npm","1.5.3","1.5.3"
"@swc/core-linux-arm64-gnu","npm","1.7.28","1.7.28"
"@swc/core-linux-arm64-musl","npm","1.5.3","1.5.3"
"@swc/core-linux-arm64-musl","npm","1.7.28","1.7.28"
"@swc/core-linux-x64-gnu","npm","1.5.3","1.5.3"
"@swc/core-linux-x64-gnu","npm","1.7.28","1.7.28"
"@swc/core-linux-x64-musl","npm","1.5.3","1.5.3"
"@swc/core-linux-x64-musl","npm","1.7.28","1.7.28"
"@swc/core-win32-arm64-msvc","npm","1.5.3","1.5.3"
"@swc/core-win32-arm64-msvc","npm","1.7.28","1.7.28"
"@swc/core-win32-ia32-msvc","npm","1.5.3","1.5.3"
"@swc/core-win32-ia32-msvc","npm","1.7.28","1.7.28"
"@swc/core-win32-x64-msvc","npm","1.5.3","1.5.3"
"@swc/core-win32-x64-msvc","npm","1.7.28","1.7.28"
"@swc/counter","npm","^0.1.2","0.1.3"
"@swc/counter","npm","^0.1.3","0.1.3"
"@swc/helpers","npm","^0.5.0","0.5.11"
"@swc/helpers","npm","^0.5.11","0.5.11"
"@swc/jest","npm","^0.2.36","0.2.36"
"@swc/types","npm","^0.1.12","0.1.12"
"@swc/types","npm","^0.1.5","0.1.6"
"@szmarczak/http-timer","npm","^4.0.5","4.0.6"
"@tailwindcss/forms","npm","^0.5.3","0.5.7"
"@tanstack/query-core","npm","5.35.1","5.35.1"
"@tanstack/react-query","npm","^5.28.14","5.35.1"
"@tanstack/react-table","npm","8.20.5","8.20.5"
"@tanstack/react-virtual","npm","^3.8.3","3.8.3"
"@tanstack/table-core","npm","8.20.5","8.20.5"
"@tanstack/virtual-core","npm","3.8.3","3.8.3"
"@testing-library/dom","npm","^9.0.0","9.3.4"
"@testing-library/dom","npm","^9.3.1","9.3.4"
"@testing-library/dom","npm","10.4.0","10.4.0"
"@testing-library/jest-dom","npm","^5.16.5","5.17.0"
"@testing-library/jest-dom","npm","6.5.0","6.5.0"
"@testing-library/react","npm","^14.0.0","14.3.1"
"@testing-library/user-event","npm","^14.4.0","14.5.2"
"@testing-library/user-event","npm","^14.4.3","14.5.2"
"@testing-library/user-event","npm","14.5.2","14.5.2"
"@tootallnate/once","npm","2","2.0.0"
"@trysound/sax","npm","0.2.0","0.2.0"
"@tsconfig/node10","npm","^1.0.7","1.0.11"
"@tsconfig/node12","npm","^1.0.7","1.0.11"
"@tsconfig/node14","npm","^1.0.0","1.0.3"
"@tsconfig/node16","npm","^1.0.2","1.0.4"
"@types/argparse","npm","1.0.38","1.0.38"
"@types/aria-query","npm","^5.0.1","5.0.4"
"@types/babel__core","npm","^7.0.0","7.20.5"
"@types/babel__core","npm","^7.1.14","7.20.5"
"@types/babel__core","npm","^7.18.0","7.20.5"
"@types/babel__core","npm","^7.20.5","7.20.5"
"@types/babel__generator","npm","*","7.6.8"
"@types/babel__template","npm","*","7.4.4"
"@types/babel__traverse","npm","*","7.20.5"
"@types/babel__traverse","npm","^7.0.6","7.20.5"
"@types/babel__traverse","npm","^7.18.0","7.20.5"
"@types/body-parser","npm","*","1.19.5"
"@types/cacheable-request","npm","^6.0.1","6.0.3"
"@types/chai","npm","*","4.3.16"
"@types/chai","npm","^4.3.5","4.3.16"
"@types/chai-subset","npm","^1.3.3","1.3.5"
"@types/chalk","npm","^2.2.0","2.2.0"
"@types/commander","npm","^2.12.2","2.12.2"
"@types/compression","npm","^1.7.5","1.7.5"
"@types/configstore","npm","^6.0.0","6.0.2"
"@types/connect","npm","*","3.4.38"
"@types/cookie","npm","^0.6.0","0.6.0"
"@types/doctrine","npm","^0.0.9","0.0.9"
"@types/escodegen","npm","^0.0.6","0.0.6"
"@types/estree","npm","*","1.0.5"
"@types/estree","npm","^0.0.51","0.0.51"
"@types/estree","npm","^1.0.0","1.0.5"
"@types/estree","npm","0.0.39","0.0.39"
"@types/estree","npm","1.0.5","1.0.5"
"@types/estree","npm","1.0.6","1.0.6"
"@types/express","npm","*","4.17.21"
"@types/express","npm","^4.17.17","4.17.21"
"@types/express","npm","^4.17.21","4.17.21"
"@types/express","npm","^4.7.0","4.17.21"
"@types/express-serve-static-core","npm","^4.17.33","4.19.0"
"@types/find-cache-dir","npm","^3.2.1","3.2.1"
"@types/fs-extra","npm","11.0.1","11.0.1"
"@types/glob","npm","^7.1.3","7.2.0"
"@types/graceful-fs","npm","^4.1.3","4.1.9"
"@types/hast","npm","^3.0.0","3.0.4"
"@types/http-cache-semantics","npm","*","4.0.4"
"@types/http-errors","npm","*","2.0.4"
"@types/inquirer","npm","^9.0.3","9.0.7"
"@types/istanbul-lib-coverage","npm","*","2.0.6"
"@types/istanbul-lib-coverage","npm","^2.0.0","2.0.6"
"@types/istanbul-lib-coverage","npm","^2.0.1","2.0.6"
"@types/istanbul-lib-report","npm","*","3.0.3"
"@types/istanbul-reports","npm","^3.0.0","3.0.4"
"@types/jest","npm","*","29.5.12"
"@types/js-yaml","npm","^4.0.9","4.0.9"
"@types/jsdom","npm","^21.1.1","21.1.6"
"@types/json-schema","npm","^7.0.12","7.0.15"
"@types/json-schema","npm","^7.0.7","7.0.15"
"@types/json-schema","npm","^7.0.9","7.0.15"
"@types/jsonfile","npm","*","6.1.4"
"@types/jsonwebtoken","npm","^8.5.9","8.5.9"
"@types/keyv","npm","^3.1.4","3.1.4"
"@types/lodash","npm","^4.14.167","4.17.1"
"@types/lodash","npm","^4.14.191","4.17.1"
"@types/mdx","npm","^2.0.0","2.0.13"
"@types/mime","npm","^1","1.3.5"
"@types/minimatch","npm","*","5.1.2"
"@types/minimist","npm","^1.2.0","1.2.5"
"@types/multer","npm","^1.4.7","1.4.11"
"@types/mute-stream","npm","^0.0.4","0.0.4"
"@types/node","npm","*","20.12.10"
"@types/node","npm","^12.7.1","12.20.55"
"@types/node","npm","^17.0.36","17.0.45"
"@types/node","npm","^18.0.0","18.19.32"
"@types/node","npm","^20.10.4","20.12.10"
"@types/node","npm","^20.11.15","20.12.10"
"@types/node","npm","^20.12.11","20.12.12"
"@types/node","npm","^20.14.11","20.14.11"
"@types/node","npm","^22.0.0","22.7.5"
"@types/node","npm","^22.1.0","22.5.0"
"@types/node","npm",">=13.7.0","22.5.4"
"@types/node","npm",">=8.1.0","20.12.10"
"@types/node-emoji","npm","^1.8.2","1.8.2"
"@types/node-fetch","npm","^2.6.4","2.6.11"
"@types/normalize-package-data","npm","^2.4.0","2.4.4"
"@types/object-path","npm","^0.11.1","0.11.4"
"@types/parse-json","npm","^4.0.0","4.0.2"
"@types/pg","npm","*","8.11.9"
"@types/pg","npm","^8.6.6","8.11.10"
"@types/pg","npm","8.6.1","8.6.1"
"@types/pg-pool","npm","2.0.6","2.0.6"
"@types/pretty-hrtime","npm","^1.0.0","1.0.3"
"@types/prismjs","npm","^1.26.0","1.26.3"
"@types/prop-types","npm","*","15.7.12"
"@types/qs","npm","*","6.9.15"
"@types/qs","npm","^6.9.5","6.9.15"
"@types/range-parser","npm","*","1.2.7"
"@types/react","npm","*","18.3.1"
"@types/react","npm","^16.8.0 || ^17.0.0 || ^18.0.0","18.3.11"
"@types/react","npm","^18.2.0","18.3.1"
"@types/react","npm","^18.2.14","18.3.1"
"@types/react","npm","^18.2.79","18.3.1"
"@types/react","npm","^18.3.2","18.3.2"
"@types/react-dom","npm","^18.0.0","18.3.0"
"@types/react-dom","npm","^18.2.0","18.3.0"
"@types/react-dom","npm","^18.2.25","18.3.0"
"@types/react-dom","npm","^18.2.6","18.3.0"
"@types/resolve","npm","^1.20.2","1.20.6"
"@types/resolve","npm","1.17.1","1.17.1"
"@types/resolve","npm","1.20.2","1.20.2"
"@types/responselike","npm","^1.0.0","1.0.3"
"@types/semver","npm","^7.3.12","7.5.8"
"@types/semver","npm","^7.5.0","7.5.8"
"@types/send","npm","*","0.17.4"
"@types/serve-static","npm","*","1.15.7"
"@types/shimmer","npm","^1.2.0","1.2.0"
"@types/stack-utils","npm","^2.0.0","2.0.3"
"@types/statuses","npm","^2.0.4","2.0.5"
"@types/stylis","npm","4.2.5","4.2.5"
"@types/testing-library__jest-dom","npm","^5.9.1","5.14.9"
